=== 📊 거래 설정 ===
손익비: 1.4:1 (익절 +3.5% / 손절 -2.5%)
거래당 투자금: 1,000,000원

=== 💰 당일 수익 요약 ===
총 거래: 5건 (1승 4패)
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원 (실제 수익률 합계)
  ㄴ 손실 금액: -88,431원 (실제 손실률 합계)

=== 총 승패: 1승 4패 ===
=== selection_date 이후 승패: 1승 4패 ===
=== 📊 최대 동시 보유 종목 수: 2개 ===
=== 🌅 12시 이전 매수 종목: 1승 4패 (승률 20.0%) ===
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원
  ㄴ 손실 금액: -88,431원

   🔴 450140 09:59 매수 → -2.50%
   🔴 036710 10:42 매수 → -2.50%
   🟢 042520 11:18 매수 → +3.50%
   🔴 397030 11:27 매수 → -1.34%
   🔴 109670 11:36 매수 → -2.50%

=== 001520 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:02:28
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:1,290 | 거래량:2,617,645 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    09:39→09:42: 종가:21,700 | 거래량:13,522 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:42→09:45: 종가:21,550 | 거래량:26,615 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:45→09:48: 종가:21,600 | 거래량:52,477 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:48→09:51: 종가:21,800 | 거래량:22,660 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:51→09:54: 종가:21,650 | 거래량:12,182 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:54→09:57: 종가:21,750 | 거래량:12,103 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:57→10:00: 종가:21,800 | 거래량:5,329 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:00→10:03: 종가:21,850 | 거래량:5,860 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:03→10:06: 종가:22,050 | 거래량:19,925 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:06→10:09: 종가:21,900 | 거래량:15,565 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:09→10:12: 종가:21,900 | 거래량:6,222 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:12→10:15: 종가:21,950 | 거래량:4,093 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:15→10:18: 종가:22,050 | 거래량:6,297 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:18→10:21: 종가:21,950 | 거래량:6,559 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:21→10:24: 종가:21,950 | 거래량:5,012 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:24→10:27: 종가:21,950 | 거래량:3,380 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:27→10:30: 종가:21,900 | 거래량:6,621 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:30→10:33: 종가:22,000 | 거래량:3,865 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:33→10:36: 종가:22,400 | 거래량:39,440 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    10:36→10:39: 종가:22,300 | 거래량:10,689 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    10:39→10:42: 종가:22,950 | 거래량:63,237 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    10:42→10:45: 종가:22,700 | 거래량:38,214 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    10:45→10:48: 종가:23,000 | 거래량:45,212 | 🔴회피(시가대비0.4%상승(2%미만차단)) | 신뢰도:0%
    10:48→10:51: 종가:22,950 | 거래량:30,394 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    10:51→10:54: 종가:22,850 | 거래량:16,223 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    10:54→10:57: 종가:22,900 | 거래량:14,217 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    10:57→11:00: 종가:22,900 | 거래량:19,117 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    11:00→11:03: 종가:22,950 | 거래량:24,140 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    11:03→11:06: 종가:22,950 | 거래량:14,504 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    11:06→11:09: 종가:22,900 | 거래량:13,285 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    11:09→11:12: 종가:22,850 | 거래량:4,531 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    11:12→11:15: 종가:22,800 | 거래량:19,340 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    11:15→11:18: 종가:22,900 | 거래량:7,047 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    11:18→11:21: 종가:22,900 | 거래량:2,222 | 🔴회피(당일시가이하(시가:22900)) | 신뢰도:0%
    11:21→11:24: 종가:22,950 | 거래량:24,945 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    11:24→11:27: 종가:23,050 | 거래량:21,310 | 🔴회피(시가대비0.7%상승(2%미만차단)) | 신뢰도:0%
    11:27→11:30: 종가:23,250 | 거래량:59,000 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    11:30→11:33: 종가:23,300 | 거래량:58,055 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    11:33→11:36: 종가:23,550 | 거래량:143,162 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:36→11:39: 종가:23,350 | 거래량:78,450 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    11:39→11:42: 종가:23,400 | 거래량:35,923 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:42→11:45: 종가:23,400 | 거래량:18,799 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:45→11:48: 종가:23,150 | 거래량:22,959 | 🔴회피(시가대비1.1%상승(2%미만차단)) | 신뢰도:0%
    11:48→11:51: 종가:23,150 | 거래량:23,655 | 🔴회피(시가대비1.1%상승(2%미만차단)) | 신뢰도:0%
    11:51→11:54: 종가:23,300 | 거래량:8,588 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    11:54→11:57: 종가:23,225 | 거래량:10,068 | 🔴회피(시가대비1.4%상승(2%미만차단)) | 신뢰도:0%
    11:57→12:00: 종가:23,150 | 거래량:13,698 | 🔴회피(시가대비1.1%상승(2%미만차단)) | 신뢰도:0%
    12:00→12:03: 종가:23,250 | 거래량:7,365 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    12:03→12:06: 종가:23,250 | 거래량:5,591 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    12:06→12:09: 종가:23,200 | 거래량:3,296 | 🔴회피(시가대비1.3%상승(2%미만차단)) | 신뢰도:0%
    12:09→12:12: 종가:23,350 | 거래량:13,458 | 🔴회피(시가대비2.0%상승(2%미만차단)) | 신뢰도:0%
    12:12→12:15: 종가:23,350 | 거래량:16,320 | 🔴회피(시가대비2.0%상승(2%미만차단)) | 신뢰도:0%
    12:15→12:18: 종가:23,300 | 거래량:4,916 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    12:18→12:21: 종가:23,450 | 거래량:15,082 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:21→12:24: 종가:23,450 | 거래량:9,423 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:24→12:27: 종가:23,350 | 거래량:7,865 | 🔴회피(시가대비2.0%상승(2%미만차단)) | 신뢰도:0%
    12:27→12:30: 종가:23,150 | 거래량:12,325 | 🔴회피(시가대비1.1%상승(2%미만차단)) | 신뢰도:0%
    12:30→12:33: 종가:23,300 | 거래량:11,632 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    12:33→12:36: 종가:23,350 | 거래량:9,243 | 🔴회피(시가대비2.0%상승(2%미만차단)) | 신뢰도:0%
    12:36→12:39: 종가:23,350 | 거래량:4,115 | 🔴회피(시가대비2.0%상승(2%미만차단)) | 신뢰도:0%
    12:39→12:42: 종가:23,250 | 거래량:3,210 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    12:42→12:45: 종가:23,300 | 거래량:2,558 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    12:45→12:48: 종가:23,600 | 거래량:36,312 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:48→12:51: 종가:23,500 | 거래량:78,659 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    12:51→12:54: 종가:23,400 | 거래량:15,538 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:54→12:57: 종가:23,375 | 거래량:7,525 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:57→13:00: 종가:23,350 | 거래량:13,730 | 🔴회피(시가대비2.0%상승(2%미만차단)) | 신뢰도:0%
    13:00→13:03: 종가:23,450 | 거래량:9,227 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:03→13:06: 종가:23,550 | 거래량:16,191 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:06→13:09: 종가:24,150 | 거래량:178,582 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:09→13:12: 종가:24,300 | 거래량:371,446 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:12→13:15: 종가:24,025 | 거래량:155,943 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:15→13:18: 종가:24,000 | 거래량:80,178 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:18→13:21: 종가:24,100 | 거래량:91,627 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:21→13:24: 종가:24,150 | 거래량:57,107 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:24→13:27: 종가:24,300 | 거래량:98,538 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:27→13:30: 종가:24,300 | 거래량:222,265 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:30→13:33: 종가:24,200 | 거래량:79,375 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:33→13:36: 종가:24,800 | 거래량:138,087 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:36→13:39: 종가:25,450 | 거래량:586,175 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:39→13:42: 종가:24,750 | 거래량:424,689 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    13:42→13:45: 종가:24,925 | 거래량:343,959 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:45→13:48: 종가:24,750 | 거래량:161,890 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:48→13:51: 종가:24,800 | 거래량:89,689 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:51→13:54: 종가:24,800 | 거래량:126,892 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:54→13:57: 종가:24,750 | 거래량:67,248 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:57→14:00: 종가:24,800 | 거래량:53,666 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:00→14:03: 종가:24,900 | 거래량:39,591 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:03→14:06: 종가:24,750 | 거래량:137,089 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:06→14:09: 종가:24,500 | 거래량:107,552 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:09→14:12: 종가:24,400 | 거래량:97,084 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:12→14:15: 종가:24,200 | 거래량:96,099 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:15→14:18: 종가:24,050 | 거래량:155,444 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:18→14:21: 종가:24,000 | 거래량:42,933 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:21→14:24: 종가:24,200 | 거래량:32,113 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:24→14:27: 종가:24,250 | 거래량:32,125 | 🟢강매수 | 신뢰도:93%
    14:27→14:30: 종가:24,000 | 거래량:31,428 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:30→14:33: 종가:23,900 | 거래량:36,460 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:33→14:36: 종가:24,050 | 거래량:38,953 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:36→14:39: 종가:23,900 | 거래량:28,667 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:39→14:42: 종가:24,250 | 거래량:51,909 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:42→14:45: 종가:24,500 | 거래량:124,842 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:45→14:48: 종가:24,350 | 거래량:82,799 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:48→14:51: 종가:24,400 | 거래량:35,562 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:51→14:54: 종가:24,350 | 거래량:27,586 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:54→14:57: 종가:24,200 | 거래량:26,650 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:57→15:00: 종가:24,150 | 거래량:18,386 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:00→15:03: 종가:24,300 | 거래량:19,535 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:03→15:06: 종가:24,400 | 거래량:29,474 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:06→15:09: 종가:24,250 | 거래량:30,093 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:09→15:12: 종가:24,250 | 거래량:16,854 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:12→15:15: 종가:23,950 | 거래량:83,701 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:15→15:18: 종가:24,050 | 거래량:30,606 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:18→15:21: 종가:23,850 | 거래량:38,784 | 🔴회피(4단계패턴없음) | 신뢰도:0%

=== 036710 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:00:25
  승패: 0승 1패
  selection_date 이후 승패: 0승 1패
  매매신호:
    10:42 [pullback_pattern]
  체결 시뮬레이션:
    10:42 매수[pullback_pattern] @3,014 → 10:43 매도[stop_loss_2.5pct] @2,939 (-2.50%)
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:2,840 | 거래량:104,028 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:15→09:18: 종가:2,905 | 거래량:37,994 | 🔴회피(시가대비0.5%상승(2%미만차단)) | 신뢰도:0%
    09:18→09:21: 종가:2,940 | 거래량:129,754 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    09:21→09:24: 종가:2,895 | 거래량:26,247 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    09:24→09:27: 종가:2,890 | 거래량:51,000 | 🔴회피(당일시가이하(시가:2890)) | 신뢰도:0%
    09:27→09:30: 종가:2,875 | 거래량:20,403 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:30→09:33: 종가:2,885 | 거래량:57,158 | 🔴회피(당일시가이하(시가:2890)) | 신뢰도:0%
    09:33→09:36: 종가:2,855 | 거래량:72,586 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:36→09:39: 종가:2,875 | 거래량:12,768 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:39→09:42: 종가:3,030 | 거래량:366,083 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:42→09:45: 종가:2,975 | 거래량:134,407 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:45→09:48: 종가:2,940 | 거래량:22,768 | 🔴회피(이등분선아래) | 신뢰도:0%
    09:48→09:51: 종가:2,925 | 거래량:36,576 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:51→09:54: 종가:2,855 | 거래량:59,509 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:54→09:57: 종가:2,865 | 거래량:8,774 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:57→10:00: 종가:2,890 | 거래량:16,610 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:00→10:03: 종가:2,845 | 거래량:12,044 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:03→10:06: 종가:2,815 | 거래량:57,749 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:06→10:09: 종가:2,860 | 거래량:13,823 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:09→10:12: 종가:2,835 | 거래량:4,276 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:12→10:15: 종가:2,855 | 거래량:8,518 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:15→10:18: 종가:2,865 | 거래량:26,794 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:18→10:21: 종가:2,895 | 거래량:2,079 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:21→10:24: 종가:2,885 | 거래량:5,901 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:24→10:27: 종가:2,910 | 거래량:33,843 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:27→10:30: 종가:2,900 | 거래량:12,973 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:30→10:33: 종가:2,890 | 거래량:2,182 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:33→10:36: 종가:2,935 | 거래량:33,478 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:36→10:39: 종가:2,970 | 거래량:41,099 | 🔴회피(신뢰도95%이상차단) | 신뢰도:0%
    10:39→10:42: 종가:3,025 | 거래량:103,907 | 🟢강매수 | 신뢰도:91% | 💰매수@3,014 | →10:43매도@2,939
    10:42→10:45: 종가:2,970 | 거래량:31,963 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:45→10:48: 종가:2,940 | 거래량:6,137 | 🔴회피(이등분선아래) | 신뢰도:0%
    10:48→10:51: 종가:2,985 | 거래량:3,549 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:51→10:54: 종가:2,960 | 거래량:4,889 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:54→10:57: 종가:2,940 | 거래량:3,023 | 🔴회피(이등분선아래) | 신뢰도:0%
    10:57→11:00: 종가:2,935 | 거래량:1,406 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:00→11:03: 종가:2,930 | 거래량:1,750 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:03→11:06: 종가:2,885 | 거래량:14,138 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:06→11:09: 종가:2,905 | 거래량:12,952 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:09→11:12: 종가:2,905 | 거래량:2,418 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:12→11:15: 종가:2,900 | 거래량:18,929 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:15→11:18: 종가:2,920 | 거래량:809 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:18→11:21: 종가:2,910 | 거래량:5,178 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:21→11:24: 종가:2,935 | 거래량:5,233 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:24→11:27: 종가:2,930 | 거래량:2,100 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:27→11:30: 종가:2,930 | 거래량:1,649 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:30→11:33: 종가:2,905 | 거래량:3,751 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:33→11:36: 종가:2,920 | 거래량:123 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:36→11:39: 종가:2,915 | 거래량:8,876 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:39→11:42: 종가:2,920 | 거래량:954 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:42→11:45: 종가:2,905 | 거래량:1,575 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:45→11:48: 종가:2,895 | 거래량:822 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:48→11:51: 종가:2,910 | 거래량:1,111 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:51→11:54: 종가:2,900 | 거래량:1,661 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:54→11:57: 종가:2,905 | 거래량:133 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:57→12:00: 종가:2,910 | 거래량:305 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:00→12:03: 종가:2,910 | 거래량:1,745 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:03→12:06: 종가:2,900 | 거래량:1,356 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:06→12:09: 종가:2,900 | 거래량:417 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:09→12:12: 종가:2,895 | 거래량:833 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:12→12:15: 종가:2,890 | 거래량:489 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:15→12:18: 종가:2,895 | 거래량:5,371 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:18→12:21: 종가:2,885 | 거래량:457 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:21→12:24: 종가:2,890 | 거래량:1,884 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:24→12:27: 종가:2,885 | 거래량:1,169 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:27→12:30: 종가:2,890 | 거래량:1,719 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:30→12:33: 종가:2,885 | 거래량:4,333 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:33→12:36: 종가:2,890 | 거래량:739 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:36→12:39: 종가:2,885 | 거래량:1,201 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:39→12:42: 종가:2,895 | 거래량:2,027 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:42→12:45: 종가:2,895 | 거래량:326 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:45→12:48: 종가:2,880 | 거래량:1,767 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:51→12:54: 종가:2,895 | 거래량:2,013 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:54→12:57: 종가:2,865 | 거래량:18,688 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:57→13:00: 종가:2,865 | 거래량:7,666 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:00→13:03: 종가:2,880 | 거래량:9,346 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:03→13:06: 종가:2,885 | 거래량:1,237 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:06→13:09: 종가:2,890 | 거래량:1,584 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:09→13:12: 종가:2,880 | 거래량:5,083 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:12→13:15: 종가:2,890 | 거래량:2,557 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:15→13:18: 종가:2,885 | 거래량:3,023 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:18→13:21: 종가:2,900 | 거래량:6,633 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:21→13:24: 종가:2,925 | 거래량:4,180 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:24→13:27: 종가:2,915 | 거래량:4,323 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:27→13:30: 종가:2,890 | 거래량:30,105 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:30→13:33: 종가:2,915 | 거래량:9,543 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:33→13:36: 종가:2,925 | 거래량:16,534 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:36→13:39: 종가:2,915 | 거래량:5,853 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:39→13:42: 종가:2,895 | 거래량:3,099 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:42→13:45: 종가:2,885 | 거래량:11,475 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:45→13:48: 종가:2,885 | 거래량:571 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:48→13:51: 종가:2,905 | 거래량:1,021 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:51→13:54: 종가:2,905 | 거래량:352 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:54→13:57: 종가:2,895 | 거래량:904 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:57→14:00: 종가:2,875 | 거래량:6,561 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:00→14:03: 종가:2,875 | 거래량:1,373 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:03→14:06: 종가:2,875 | 거래량:2,956 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:06→14:09: 종가:2,865 | 거래량:20,323 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:09→14:12: 종가:2,880 | 거래량:1,217 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:12→14:15: 종가:2,875 | 거래량:35 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
